turn,speaker,sentence,transcript,label_getting_students_to_relate,label_keeping_everyone_together,label_not_a_talk_move,label_press_for_accuracy,label_press_for_reasoning,label_restating,label_revoicing
8,T,Ooooo ooooo,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,True,False,False,False,False
8,T,Um how many groups matched um histogram F with 5,Borko.TranscriptofWholeClassDebrief.xlsx,False,True,False,False,False,False,False
8,T,Can I see,Borko.TranscriptofWholeClassDebrief.xlsx,False,True,False,False,False,False,False
8,T,How many groups did that match,Borko.TranscriptofWholeClassDebrief.xlsx,False,True,False,False,False,False,False
8,T,Wow,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,True,False,False,False,False
8,T,So only two other groups besides,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,True,False,False,False,False
8,T,Um can I get a group who has a different situation for histogram F,Borko.TranscriptofWholeClassDebrief.xlsx,True,False,False,False,False,False,False
8,T,Histogram F,Borko.TranscriptofWholeClassDebrief.xlsx,False,True,False,False,False,False,False
8,T,Did anyone feel good about F,Borko.TranscriptofWholeClassDebrief.xlsx,False,True,False,False,False,False,False
8,T,whos the recorderreporter,Borko.TranscriptofWholeClassDebrief.xlsx,False,True,False,False,False,False,False
8,T,come on up,Borko.TranscriptofWholeClassDebrief.xlsx,False,True,False,False,False,False,False
8,T,keep yours up there,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,True,False,False,False,False
8,T,Maybe move it to the side and would you stay right there,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,True,False,False,False,False
8,T,I want another group who had a different interpretation of that,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,True,False,False,False,False
8,T,Great,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,True,False,False,False,False
8,T,Can you,Borko.TranscriptofWholeClassDebrief.xlsx,False,True,False,False,False,False,False
8,T,Oh that was your handwritten one,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,True,False,False,False,False
8,T,Fabulous can you read for us please,Borko.TranscriptofWholeClassDebrief.xlsx,False,True,False,False,False,False,False
9,S,Some people got low scores but most people but some people could do everything,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,False,False,False,False,False
10,T,Could do,Borko.TranscriptofWholeClassDebrief.xlsx,False,True,False,False,False,False,False
11,S,Everything,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,False,False,False,False,False
12,T,Everything,Borko.TranscriptofWholeClassDebrief.xlsx,False,True,False,False,False,False,False
12,T,Ok,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,True,False,False,False,False
12,T,Could you justify that,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,False,True,False,False,False
12,T,What made you guys write that for histogram F,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,False,True,False,False,False
13,S,Uh like like some people got like low scores and like there was like some people got like everything right,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,False,False,False,False,False
14,T,Uhhuh,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,True,False,False,False,False
14,T,How many people got everything right,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,False,True,False,False,False
15,S,Like one or two,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,False,False,False,False,False
16,T,Ok,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,True,False,False,False,False
16,T,Questions or comments about both of these,Borko.TranscriptofWholeClassDebrief.xlsx,True,False,False,False,False,False,False
16,T,Anybody want to share comments or questions,Borko.TranscriptofWholeClassDebrief.xlsx,True,False,False,False,False,False,False
16,T,Ok I have the different people from the same two groups,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,True,False,False,False,False
16,T,Um  hold yours for a minute because thats your person,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,True,False,False,False,False
16,T,do you want to rebuttal,Borko.TranscriptofWholeClassDebrief.xlsx,True,False,False,False,False,False,False
17,S,What I was thinking that it doesnt work because its little to no people not because some people might be like more than because its real   its more real to have 100 percent on histogram F while the lowest scores from 20 to 30 theres a bunch of people that has a low score,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,False,False,False,False,False
18,T,I see,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,True,False,False,False,False
18,T,Alright,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,True,False,False,False,False
18,T,Um  do you want to rebut him,Borko.TranscriptofWholeClassDebrief.xlsx,True,False,False,False,False,False,False
19,S,I think that,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,False,False,False,False,False
20,T,Even though  is up here,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,True,False,False,False,False
21,S,I think that the situation you gave fits more to histogram A because um histogram A shows no people getting scores of 70 to 80 or higher and so that means that everybody got a very low sco or a low score whereas in um histogram F a few people got a score that was 70 to 80 80 to 90 90 to 100,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,False,False,False,False,False
22,T,So are you saying that your group took s group number 5 situation and put it with A,Borko.TranscriptofWholeClassDebrief.xlsx,False,True,False,False,False,False,False
23,S,Yes,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,False,False,False,False,False
24,T,Ok um how many people,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,False,True,False,False,False
24,T,would you take your number 5 just to be visual and would put it over here,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,True,False,False,False,False
24,T,How many people did that one,Borko.TranscriptofWholeClassDebrief.xlsx,False,True,False,False,False,False,False
24,T,Oh wow,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,True,False,False,False,False
24,T,Wow,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,True,False,False,False,False
24,T,That Im Hey youre not right or wrong answer,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,True,False,False,False,False
24,T,Its about the strength of your argument,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,True,False,False,False,False
24,T,Im not Theres no right or wrong answer,Borko.TranscriptofWholeClassDebrief.xlsx,False,False,True,False,False,False,False
1,T,So what were gonna look at now is go back to this idea of 0,CECILIO DIMAS pt 2.xlsx,False,False,True,False,False,False,False
1,T,What does 0 tell us about these three different plans,CECILIO DIMAS pt 2.xlsx,False,False,False,True,False,False,False
1,T,What did we learn about 0 with this table with Student As table that we didnt necessarily learn with Student Hs table,CECILIO DIMAS pt 2.xlsx,False,False,False,True,False,False,False
1,T,So what are we learning about 0,CECILIO DIMAS pt 2.xlsx,False,False,False,True,False,False,False
1,T,Go ahead and talk to your shoulder partner please for a quick moment,CECILIO DIMAS pt 2.xlsx,False,True,False,False,False,False,False
2,S,Ya vi que este no no esta  bien,CECILIO DIMAS pt 2.xlsx,False,False,False,False,False,False,False
3,S,No esta  bien,CECILIO DIMAS pt 2.xlsx,False,False,False,False,False,False,False
4,S,Porque este esta  cobrando mas que tiene que cobrar,CECILIO DIMAS pt 2.xlsx,False,False,False,False,False,False,False
5,S,Si no fueran aqui fueron 24,CECILIO DIMAS pt 2.xlsx,False,False,False,False,False,False,False
6,S,Oh si,CECILIO DIMAS pt 2.xlsx,False,False,False,False,False,False,False
7,T,So if 0 is important Id like you to tell me with thumbsup under your chin if 0 is not important show me with thumbsdown,CECILIO DIMAS pt 2.xlsx,False,True,False,False,False,False,False
7,T,Okay,CECILIO DIMAS pt 2.xlsx,False,False,True,False,False,False,False
7,T,Hands down,CECILIO DIMAS pt 2.xlsx,False,False,True,False,False,False,False
7,T,Why is 0 important,CECILIO DIMAS pt 2.xlsx,False,False,False,False,True,False,False
7,T,Again why is 0 important,CECILIO DIMAS pt 2.xlsx,False,False,False,False,True,False,False
7,T,Katie,CECILIO DIMAS pt 2.xlsx,False,True,False,False,False,False,False
8,S,Because its showing you that with with On with Online Flix and Mail Flix you still have to pay the monthly fee even though youre not buying any movies,CECILIO DIMAS pt 2.xlsx,False,False,False,False,False,False,False
9,T,Okay,CECILIO DIMAS pt 2.xlsx,False,False,True,False,False,False,False
9,T,Could I have someone restate what Katie just shared,CECILIO DIMAS pt 2.xlsx,False,True,False,False,False,False,False
9,T,Hailey,CECILIO DIMAS pt 2.xlsx,False,True,False,False,False,False,False
10,S,Like even though like it says for either one of them that you have to pay a fee and youre still paying it but on Movie Busters if you dont get anything youre not gonna have a fee to pay,CECILIO DIMAS pt 2.xlsx,False,False,False,False,False,False,False
11,T,Okay,CECILIO DIMAS pt 2.xlsx,False,False,True,False,False,False,False
12,S,So it goes by what you rent,CECILIO DIMAS pt 2.xlsx,False,False,False,False,False,False,False
13,T,How would you thank you,CECILIO DIMAS pt 2.xlsx,False,False,True,False,False,False,False
13,T,How would you help Student A make sense of the plans in this table,CECILIO DIMAS pt 2.xlsx,False,False,False,True,False,False,False
13,T,How would you help Student A make sense of it,CECILIO DIMAS pt 2.xlsx,False,False,False,True,False,False,False
13,T,Jessica,CECILIO DIMAS pt 2.xlsx,False,True,False,False,False,False,False
14,S,You would get I think I would get rid of the 0,CECILIO DIMAS pt 2.xlsx,False,False,False,False,False,False,False
14,S,Cause its kind of confusing,CECILIO DIMAS pt 2.xlsx,False,False,False,False,False,False,False
14,S,And then start off with 13,CECILIO DIMAS pt 2.xlsx,False,False,False,False,False,False,False
14,S,Instead of 12,CECILIO DIMAS pt 2.xlsx,False,False,False,False,False,False,False
14,S,So they dont think that 12 plus 12 is 24,CECILIO DIMAS pt 2.xlsx,False,False,False,False,False,False,False
14,S,So I would get rid of the 0,CECILIO DIMAS pt 2.xlsx,False,False,False,False,False,False,False
15,T,Okay,CECILIO DIMAS pt 2.xlsx,False,False,True,False,False,False,False
15,T,What else could we do what else could a person suggest to Student A to help them with their table,CECILIO DIMAS pt 2.xlsx,False,False,False,True,False,False,False
15,T,Kyle,CECILIO DIMAS pt 2.xlsx,False,True,False,False,False,False,False
16,S,You could tell them that you dont have to pay the first fee for every rental you just have to pay 1,CECILIO DIMAS pt 2.xlsx,False,False,False,False,False,False,False
17,T,Okay so if you were to help them figure out that this was not 25 what would you tell them,CECILIO DIMAS pt 2.xlsx,False,False,False,True,False,False,False
18,S,Uh that you dont pay the flat fee for every rental you just pay 1,CECILIO DIMAS pt 2.xlsx,False,False,False,False,False,False,False
19,T,So what would it cost for 1 movie from Online Flix,CECILIO DIMAS pt 2.xlsx,False,False,False,True,False,False,False
20,S,13,CECILIO DIMAS pt 2.xlsx,False,False,False,False,False,False,False
21,T,And how did you get your 13,CECILIO DIMAS pt 2.xlsx,False,False,False,True,False,False,False
22,S,Because 12 plus 1 is 13,CECILIO DIMAS pt 2.xlsx,False,False,False,False,False,False,False
23,T,Okay,CECILIO DIMAS pt 2.xlsx,False,False,True,False,False,False,False
1,T,Again going back to our original prompt,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
1,T,When will all three plans cost the same amount of money,CECILIO DIMAS pt 3.xlsx,False,False,False,True,False,False,False
1,T,Does this would this table if there wasnt the confusion with Online Flix help us answer that question,CECILIO DIMAS pt 3.xlsx,False,False,False,True,False,False,False
1,T,Would we be able to answer the question um of when the three plans would cost the same,CECILIO DIMAS pt 3.xlsx,False,True,False,False,False,False,False
1,T,If yes thumbsup if no thumbsdown,CECILIO DIMAS pt 3.xlsx,False,True,False,False,False,False,False
1,T,Okay,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
1,T,Hands down,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
1,T,Could someone explain to us why you would be able to answer the prompt of when the three plans would cost the same if we could correct the confusion here with Online Flix,CECILIO DIMAS pt 3.xlsx,False,False,False,False,True,False,False
1,T,Erin,CECILIO DIMAS pt 3.xlsx,False,True,False,False,False,False,False
2,S,Well because then you could compare the prices and eventually meet up with one of them for the prices which is 18,CECILIO DIMAS pt 3.xlsx,False,False,False,False,False,False,False
3,T,Okay,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
3,T,Could I have someone restate what Erin said or share their own idea of why this is why wed be able to compare them,CECILIO DIMAS pt 3.xlsx,True,False,False,False,False,False,False
3,T,Charles,CECILIO DIMAS pt 3.xlsx,False,True,False,False,False,False,False
4,S,Well if like out of those they can be even Id first look at Mail Flix because if thats always 18 that means that youre gonna need to look for 18 matching so Id go down to the other ones and look  til they had 18,CECILIO DIMAS pt 3.xlsx,False,False,False,False,False,False,False
5,T,Okay,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
5,T,Thank you Charles,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
5,T,So what Im going to ask of you right now is Im gonna ask that you make any mathematical corrections or additions to Student As paper and make sure at the bottom of the page that you give reasons why you made those additions or changes,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
6,T,So Jessica are you gonna make any changes to Student As work,CECILIO DIMAS pt 3.xlsx,False,True,False,False,False,False,False
7,S,Im gonna shift all the numbers downwards so I can get rid of the 0,CECILIO DIMAS pt 3.xlsx,False,False,False,False,False,False,False
8,T,Keep the 0,CECILIO DIMAS pt 3.xlsx,False,False,False,False,False,False,True
8,T,Keep the 0,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
8,T,And Jessica see that if you keep the 0 it then tells the reader of your table whether or not youre gonna have to pay if you dont rent any movies,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
8,T,So we can see here with Movie Buster that if you dont rent anything you dont pay anything,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
8,T,Where with Online Flix and Mail Flix if you dont rent anything you still have a fee to pay,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
8,T,So we want to,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
9,S,Isnt that kind of like a ripoff,CECILIO DIMAS pt 3.xlsx,False,False,False,False,False,False,False
10,T,That would be a ripoff and thats why if we dont rent any movies thats also something for us to consider with these two plans,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
10,T,Okay,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
11,T,Amir what changes have you made for Student A,CECILIO DIMAS pt 3.xlsx,False,False,False,True,False,False,False
12,S,No changes,CECILIO DIMAS pt 3.xlsx,False,False,False,False,False,False,False
13,T,Why not,CECILIO DIMAS pt 3.xlsx,False,False,False,False,True,False,False
14,S,Cause I think they should keep the 0  cause maybe the Student A would want to go to rent a DVD and they would find out that every month a DVD would be 12 um dollars for the Online Flix and,CECILIO DIMAS pt 3.xlsx,False,False,False,False,False,False,False
15,T,So Im gonna stop you for a moment Amir,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
15,T,Online Flix costs 12 a month plus 1 a movie,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
15,T,So if you rent 1 movie how much money is that gonna cost you,CECILIO DIMAS pt 3.xlsx,False,False,False,True,False,False,False
16,S,Uh 25,CECILIO DIMAS pt 3.xlsx,False,False,False,False,False,False,False
16,S,Oh,CECILIO DIMAS pt 3.xlsx,False,False,False,False,False,False,False
16,S,But if you wanna rent a movie and one month,CECILIO DIMAS pt 3.xlsx,False,False,False,False,False,False,False
17,T,Again this is number of movies so 1 movie is gonna cost you 1 plus a 12 flat fee,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
17,T,So how much will 1 movie cost you all together,CECILIO DIMAS pt 3.xlsx,False,False,False,True,False,False,False
18,S,Um 25 bucks,CECILIO DIMAS pt 3.xlsx,False,False,False,False,False,False,False
19,T,You have your flat fee of 12 plus 1 for that movie,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
19,T,So whats that going to be,CECILIO DIMAS pt 3.xlsx,False,False,False,True,False,False,False
20,S,I dont understand,CECILIO DIMAS pt 3.xlsx,False,False,False,False,False,False,False
21,T,So if you rent 1 DVD for Online Flix you pay 12 a month even if you dont rent anything,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
21,T,Then you add a dollar for each movie that you rent,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
21,T,So you pay your 12 and then you rent 1 movie so thats an extra dollar,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
21,T,So you pay 12 plus the 1,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
22,S,Oh,CECILIO DIMAS pt 3.xlsx,False,False,False,False,False,False,False
22,S,13,CECILIO DIMAS pt 3.xlsx,False,False,False,False,False,False,False
23,T,So for then 2 DVDs how much are you gonna spend,CECILIO DIMAS pt 3.xlsx,False,False,False,True,False,False,False
24,S,Umfor 2 DVDs 13,CECILIO DIMAS pt 3.xlsx,False,False,False,False,False,False,False
25,T,So you have your 12 dollars plus the 2 that you spent for the 2 movies,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
25,T,So thats 12 plus 2,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
26,S,12 plus 2 equals 14,CECILIO DIMAS pt 3.xlsx,False,False,False,False,False,False,False
27,T,And what about 3 DVDs,CECILIO DIMAS pt 3.xlsx,False,False,False,True,False,False,False
28,S,12 plus 3,CECILIO DIMAS pt 3.xlsx,False,False,False,False,False,False,False
29,T,Which would be how much money,CECILIO DIMAS pt 3.xlsx,False,False,False,True,False,False,False
30,S,Uh 16 I mean 15 dollars,CECILIO DIMAS pt 3.xlsx,False,False,False,False,False,False,False
31,T,So do you need to make some changes,CECILIO DIMAS pt 3.xlsx,False,True,False,False,False,False,False
32,S,Yes I do,CECILIO DIMAS pt 3.xlsx,False,False,False,False,False,False,False
33,T,Okay,CECILIO DIMAS pt 3.xlsx,False,False,True,False,False,False,False
1,T,Do you remember that,Comparing Fractions 1_Grade 4.xlsx,False,True,False,False,False,False,False
1,T,Can you read that statement,Comparing Fractions 1_Grade 4.xlsx,False,True,False,False,False,False,False
1,T,What does  that say Michael,Comparing Fractions 1_Grade 4.xlsx,False,True,False,False,False,False,False
1,T,Task 1 is 15  210,Comparing Fractions 1_Grade 4.xlsx,False,True,False,False,False,False,False
2,S,It says is one fifth equal to two tenths,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
3,T,How many of you agree that is what that says,Comparing Fractions 1_Grade 4.xlsx,True,False,False,False,False,False,False
3,T,That s my question,Comparing Fractions 1_Grade 4.xlsx,False,False,True,False,False,False,False
3,T,Is one fifth equal to two tenths,Comparing Fractions 1_Grade 4.xlsx,False,True,False,False,False,False,False
4,T,Do you remember talking about any of those ideas at all,Comparing Fractions 1_Grade 4.xlsx,False,True,False,False,False,False,False
4,T,What do  you remember about that Meredith,Comparing Fractions 1_Grade 4.xlsx,False,False,False,True,False,False,False
5,S,Um,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
6,T,You want to tell us,Comparing Fractions 1_Grade 4.xlsx,False,False,False,True,False,False,False
7,S,We had used our Cuisenaire Rods,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
8,T,Come up and show us what the issue is,Comparing Fractions 1_Grade 4.xlsx,False,False,False,True,False,False,False
8,T,I have some of this up here,Comparing Fractions 1_Grade 4.xlsx,False,False,True,False,False,False,False
8,T,Because Dr Davis also wasn t here,Comparing Fractions 1_Grade 4.xlsx,False,False,True,False,False,False,False
9,S,Say this is called one,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
9,S,Then you   took this,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
9,S,This would be half of  the orange rod    and this would be um,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
9,S,called the one   and these would be  one  and these would be called the two  halves,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
10,T,Ok so what name would you give the yellow rod,Comparing Fractions 1_Grade 4.xlsx,False,False,False,True,False,False,False
11,S,A half,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
12,T,One half,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,True
12,T,Ok,Comparing Fractions 1_Grade 4.xlsx,False,False,True,False,False,False,False
13,S,And this would be called one,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
14,T,And that would be called one,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,True
14,T,Can you tell me what that has to do  with my question,Comparing Fractions 1_Grade 4.xlsx,False,False,False,True,False,False,False
14,T,Is one fifth equal to two tenths,Comparing Fractions 1_Grade 4.xlsx,False,True,False,False,False,False,False
15,S,Um,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
15,S,Two tenths,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
15,S,You call this two tenth,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
15,S,This is usually a tenth   and then you put this  up and you call this two tenth  and then you take this and you put it  up to them   and it s  five they equal up to it,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
16,T,Can you say that so the class hears you and see what they think,Comparing Fractions 1_Grade 4.xlsx,False,True,False,False,False,False,False
16,T,I  am not did you all hear what Meredith said,Comparing Fractions 1_Grade 4.xlsx,False,True,False,False,False,False,False
16,T,I am not I didn t hear  either,Comparing Fractions 1_Grade 4.xlsx,False,False,True,False,False,False,False
16,T,But maybe if you can tell the class what your thinking let s  see what they think,Comparing Fractions 1_Grade 4.xlsx,False,False,True,False,False,False,False
17,S,Well if you have the orange rod and you put it up to the yellow rod  the yellow rods it s two halves and that would be called two tenths,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
17,S,Uh yeah,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
17,S,Two tenths  wait two tenths would be,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
17,S,two ones     That is what two tenths  would be  because these ones are tenths,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
18,T,Why don t you tell the class and,Comparing Fractions 1_Grade 4.xlsx,False,True,False,False,False,False,False
19,S,These ones are tenths   cause this orange  rod is one and when you put the ones up to it there s ten of them and  two of them would equal two tenths,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
19,S,And this  is one fifth to the orange rod,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
19,S,And if you take one of them  it s equal to two tenths,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
20,T,So what is your conclusion if I ask you the question is two tenths  equal to one fifth,Comparing Fractions 1_Grade 4.xlsx,False,True,False,False,False,False,False
21,S,Yes,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
22,T,You think it is,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,True
22,T,Ok let s have some discussion Thank you  Meredith,Comparing Fractions 1_Grade 4.xlsx,False,False,True,False,False,False,False
22,T,Let s see what other people think,Comparing Fractions 1_Grade 4.xlsx,False,False,True,False,False,False,False
22,T,Do we have some other  discussion about that,Comparing Fractions 1_Grade 4.xlsx,True,False,False,False,False,False,False
22,T,Brian,Comparing Fractions 1_Grade 4.xlsx,False,True,False,False,False,False,False
23,T,By the way how many of you agree with what Meredith said,Comparing Fractions 1_Grade 4.xlsx,True,False,False,False,False,False,False
23,T,How  many aren t sure,Comparing Fractions 1_Grade 4.xlsx,True,False,False,False,False,False,False
23,T,How many of you disagree,Comparing Fractions 1_Grade 4.xlsx,True,False,False,False,False,False,False
23,T,Ok so we have  some not sures and agree so let s see Brian which category are you  in,Comparing Fractions 1_Grade 4.xlsx,True,False,False,False,False,False,False
23,T,Do you agree or are you not sure,Comparing Fractions 1_Grade 4.xlsx,True,False,False,False,False,False,False
24,S,I agree,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
25,T,Ok you want to explain why you agree,Comparing Fractions 1_Grade 4.xlsx,True,False,False,False,False,False,False
26,S,Well I agree because it s just like having one of these reds being a  whole and one of these  being a half,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
26,S,So it s just like  saying it s just like saying two halves equal a whole,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
26,S,It s the same  as being two tenths equal one fifth,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
27,T,What do you think,Comparing Fractions 1_Grade 4.xlsx,False,True,False,False,False,False,False
27,T,Erik is making a face,Comparing Fractions 1_Grade 4.xlsx,False,False,True,False,False,False,False
27,T,Erik do you want to do  you want to say what you think out to Brian,Comparing Fractions 1_Grade 4.xlsx,False,False,False,True,False,False,False
28,S,Well I kind of agree with Meredith because if you take the orange  rod it takes ten of the white rods to equal up to the orange and five  of the red ones,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
28,S,Then if you take two of these   which is two tenths and this  is one fifth,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
28,S,Because well it s  it takes five of them to equal up to the orange rod and and if you put  two tenths next to it they equal up to each other and you ll have one  fifth and one tenth and two tenths together and they both equal up to  the same amount,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
29,S,Like what I said kind of,Comparing Fractions 1_Grade 4.xlsx,False,False,False,False,False,False,False
30,T,Ok anybody else,Comparing Fractions 1_Grade 4.xlsx,False,True,False,False,False,False,False
30,T,Any other discussion,Comparing Fractions 1_Grade 4.xlsx,False,True,False,False,False,False,False
30,T,Thank you gentlemen,Comparing Fractions 1_Grade 4.xlsx,False,False,True,False,False,False,False
31,T,Any other discussion,Comparing Fractions 1_Grade 4.xlsx,False,True,False,False,False,False,False
31,T,Anybody else have something to say about  that,Comparing Fractions 1_Grade 4.xlsx,True,False,False,False,False,False,False
31,T,How many of you believe that one tenth two  tenths and one fifth represent the same length,Comparing Fractions 1_Grade 4.xlsx,False,True,False,False,False,False,False
31,T,Do you think it would  be okay to give them the same number name,Comparing Fractions 1_Grade 4.xlsx,False,True,False,False,False,False,False
31,T,How many of you  think it would be ok,Comparing Fractions 1_Grade 4.xlsx,False,True,False,False,False,False,False
31,T,We can call this two tenths or we can call this  one fifth,Comparing Fractions 1_Grade 4.xlsx,False,False,True,False,False,False,False
31,T,How many of you agree with that,Comparing Fractions 1_Grade 4.xlsx,True,False,False,False,False,False,False
31,T,Yeah,Comparing Fractions 1_Grade 4.xlsx,False,False,True,False,False,False,False
31,T,Makes sense doesn t it,Comparing Fractions 1_Grade 4.xlsx,False,True,False,False,False,False,False
1,T,Do you remember the candy bar,Comparing Fractions 2_Grade 4.xlsx,False,True,False,False,False,False,False
1,T,Remember,Comparing Fractions 2_Grade 4.xlsx,False,False,True,False,False,False,False
1,T,Did you get any,Comparing Fractions 2_Grade 4.xlsx,False,False,True,False,False,False,False
1,T,This was the little candy bar it looks  something like this,Comparing Fractions 2_Grade 4.xlsx,False,False,True,False,False,False,False
1,T,If you excuse my sketch,Comparing Fractions 2_Grade 4.xlsx,False,False,True,False,False,False,False
1,T,Do you remember it  looks like this,Comparing Fractions 2_Grade 4.xlsx,False,False,True,False,False,False,False
1,T,It was broken up into three columns and then four  rows,Comparing Fractions 2_Grade 4.xlsx,False,False,True,False,False,False,False
1,T,Do you remember that,Comparing Fractions 2_Grade 4.xlsx,False,True,False,False,False,False,False
1,T,Remember I was giving half of this  little candy bar to Dr Martino,Comparing Fractions 2_Grade 4.xlsx,False,True,False,False,False,False,False
1,T,Remember how appreciative  she was,Comparing Fractions 2_Grade 4.xlsx,False,True,False,False,False,False,False
1,T,Remember that,Comparing Fractions 2_Grade 4.xlsx,False,True,False,False,False,False,False
1,T,We said we were giving her half the  candy bar didn t we,Comparing Fractions 2_Grade 4.xlsx,False,True,False,False,False,False,False
1,T,Right,Comparing Fractions 2_Grade 4.xlsx,False,False,True,False,False,False,False
1,T,Okay,Comparing Fractions 2_Grade 4.xlsx,False,False,True,False,False,False,False
1,T,Could someone have told me  another name another number name for how much of the candy bar  I gave her,Comparing Fractions 2_Grade 4.xlsx,False,False,False,True,False,False,False
